Prompt,Label,Type
http://www.steffen-lemme.de/contact/berliner-buero/besuch-in-berlin,Malicious,url
http://djsipke.nl/foto-album/1-cafedeknyp/detail/74-104.html?tmpl=component,Malicious,url
carfloormatsforsale.com/door-sill/,Benign,url
http://www.harley-davidson-dijon.com/component/adsmanager/1-/737-,Malicious,url
facebook.com/pages/Liberman-Broadcasting/106123536086051?sk=info,Benign,url
thefreelibrary.com/No+Catholic+schools+in+Quebec.-a030534573,Benign,url
cngzhz.en.ec21.com/,Benign,url
atlasshrugs2000.typepad.com/atlas_shrugs/2007/08/your-black-musl.html,Benign,url
rotoworld.com/player/nhl/1413/player?r=1,Benign,url
facebook.com/topic.php?uid=34012632110&topic=5794,Benign,url
tomdegan.blogspot.com/,Benign,url
http://www.smartphone.net.br/index.php?option=com_content&view=article&id=66&Itemid=60&lang=pt,Malicious,url
http://www.annamodlo.com.ua/index.html,Malicious,url
http://codecanyon.net/item/hide-my-joomla-hide-your-source-links/full_screen_preview/8988449,Benign,url
cswisdom.com/,Benign,url
http://www.aquamarinadivingtenerife.com/en/sites-of-interest.html,Malicious,url
http://www.lafavoritacb.com/index.php?option=com_content&view=article&id=107:horarioinvierno&catid=43:articulos&Itemid=77,Malicious,url
ibabuzz.com/outtakes/category/night-owl/crown-city-rockers/,Benign,url
youtube.com/watch?v=ueziUAQR9LU,Benign,url
en.wikipedia.org/wiki/Simonne_Monet-Chartrand,Benign,url
http://www.sidecocarrelli.it/x.txt,Malicious,url
http://www.metalsul.ind.br/site/index.php?option=com_morfeoshow&Itemid=,Malicious,url
martindale.com/Brett-Donald-McIntosh/834737-lawyer.htm,Benign,url
frillr.com/?q=taxonomy/term/1733,Benign,url
bankingblog.celent.com/?p=2493,Benign,url
en.wikipedia.org/wiki/Category:American_religious_leaders,Benign,url
narrativemagazine.com/authors/saul-bellow,Benign,url
benmeadowcroft.com/reports/corbato/,Benign,url
spokeo.com/Mike+Burrows,Benign,url
http://otomoto.pl/ciezarowe/EW4Hou_aN610rPsocimkJ_IuLBofatBy4b0MLqoh7Lf.B7/JOcK7gzdoyrcIT2176iLzhCz8UoPOGcT6Y1ax8FNTPf.l7,Benign,url
youtube.com/watch?v=FXWq7qMYB2s,Benign,url
cifstate.org/,Benign,url
nchsband.com/,Benign,url
tvguide.com/celebrities/peter-keleghan/169984,Benign,url
arstechnica.com/apple/news/2011/07/how-charlie-miller-discovered-the-apple-battery-hackhow-a-security-researcher-discovered-the-apple-battery-hack.ars,Benign,url
blog.metmuseum.org/penandparchment/tag/hours-of-jeanne-devreux/,Benign,url
divacafe.net/,Benign,url
archive.org/stream/lifeofmaryqueeno00headuoft/lifeofmaryqueeno00headuoft_djvu.txt,Benign,url
http://buzzfil.net/article/5646/animaux/on-dirait-une-attaque-mais-la-realite-en-est-tout-autre-3.html?href=inner_website,Benign,url
http://portal.dddgaming.com/docs/rules/15022/cn/game_cn.html?amluMjAxNQ%3D%3D,Malicious,url
manta.com/c/mmq1m7y/coldwell-banker-heart-america,Benign,url
superpages.com/bp/Milford-OH/Cliff-Riley-Insurance-L0125750056.htm,Benign,url
ideas.repec.org/e/ppe73.html,Benign,url
http://www.school91.kiev.ua/index.php?option=com_content&view=category&layout=blog&id=38&Itemid=57,Malicious,url
flickr.com/photos/cornforthimages/5812399737/,Benign,url
http://djkatrina.ru/sobytiya/meropriyatiya/klub-prime-otkryvaetsya-posle-remonta-i-razdaet-podarki.html,Malicious,url
national.citysearch.com/profile/45753728/vacaville_ca/fentons_creamery.html,Benign,url
http://yourlust.com/videos/tight-euro-teen-anna-gets-properly-fucked-on-the-floor.html,Benign,url
nytimes.com/pages/books/index.html,Benign,url
legendsofhockey.net/LegendsOfHockey/jsp/SearchPlayer.jsp?player=10372,Benign,url
http://szgs.ru/information-for-you/interesting-articles/13-2008-08-04-06-37-10.html,Malicious,url
http://www.sandroecicero.com.br/index.php?option=com_content&view=article&id=1&Itemid=3&vsig1_0=18,Malicious,url
homegain.com/local_real_estate/ND/argusville.html,Benign,url
http://9779.info/%E7%AE%80%E5%8D%95%E6%8A%98%E7%BA%B8%E7%B2%98%E8%B4%B4%E7%94%BB/,Malicious,url
http://noticias.uol.com.br/album/bbc/2015/04/01/obras-de-anel-rodoviario-de-r-68-bilhoes-afetam-rios-e-nascentes-em-sp.htm,Benign,url
theglobeandmail.com/news/opinions/editorials/in-the-commons-the-kids-are-alright/article2011610/,Benign,url
bw.edu/athletics/fb/staff/grabowski/,Benign,url
appieid-enable.com,Malicious,url
fadsplymouth.com/,Benign,url
locatetv.com/tv/ellen-degeneres-show/1964142/episode-guide,Benign,url
imdb.com/name/nm0769371/,Benign,url
scotborders-folk.org.uk/labels.htm,Benign,url
visa.ca/gvav/list2005.jsp?year=2005&curMonth=12,Benign,url
autopostoajax.com.br,Malicious,url
en.wikipedia.org/wiki/Party_of_One_(Peter_Elkas_album),Benign,url
http://kienthuc.net.vn/diem-thi/diem-chuan-dai-hoc-bach-khoa-ha-noi-nam-2014-487293.html,Benign,url
http://pikabu.ru/tag/%D0%BC%D0%B8%D0%BD%D0%B8%D0%BC%D0%B0%D0%BB%D0%B8%D0%B7%D0%BC/hot,Benign,url
http://www.ekino-neureut.de/index.php?option=com_content&view=article&id=15&Itemid=15,Malicious,url
http://www.rockabilly.it/gruppi/52-four-stars.html,Malicious,url
http://www.rathgaelgym.org/squads/mag.1,Malicious,url
absoluteastronomy.com/topics/Legion_of_Merit,Benign,url
thaiairways.com/,Benign,url
famouspeople.com/famous_biographies/Lizzie_Stanton.htm,Benign,url
triclopsband.com/,Benign,url
mp3raid.com/music/lo_key.html,Benign,url
amtrakcalifornia.com/index.cfm/routes/san-joaquin/,Benign,url
4martinique.com/,Benign,url
http://apoiojur.com.br/index.php?%2FNoticias%2Fnoticias.html,Malicious,url
http://extratorrent.cc/torrent/4189694/Linux+User+%26+Developer+-+50+Critical+Fixes+%28Issue+152%2C+2015%29.html,Benign,url
http://www.graz4u.at/de/produkte/187-high-level-e-mail-security.html,Malicious,url
dwaynemeisner.com/,Benign,url
linkedin.com/pub/john-barkley/7/764/916,Benign,url
flyershistory.com/cgi-bin/b-player.cgi?Bernie_Parent,Benign,url
http://www.richpictures.co.uk/home/viewpost/232,Malicious,url
topix.com/ca/montreal-qc-montreal-nord,Benign,url
http://9779.info/%E5%B9%BC%E5%84%BF%E7%B2%BD%E5%8F%B6%E8%B4%B4%E7%94%BB/,Malicious,url
trssllc.com/,Benign,url
allgame.com/game.php?id=39396,Benign,url
renerichardcollections.com/media.html,Benign,url
securityfirstinternationalholdings.com/,Benign,url
factbites.com/topics/Leyte,Benign,url
car-stuff.com/pontiacgrandprixparts.htm,Benign,url
usa-people-search.com/Find-Steven-Schwartz-CO.aspx,Benign,url
muhanovabeauty.ru,Malicious,url
http://www.simmeurope.com/index.php?view=article&id=23:budget-economique-exploratoire-pour-lannee-2012&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=48,Malicious,url
en.wordpress.com/tag/j-pop/,Benign,url
pinoyexchange.com/forums/archive/index.php/t-194687.html,Benign,url
classicflix.com/buster-keaton-shorts-collection-bluray-1920-1923-p-11169.html,Benign,url
http://spplodz.nazwa.pl/archiwum/2006_08b.php,Malicious,url
vodacom.co.za/,Benign,url
http://www.bertilohlsson.com/de/component/user/login?return=aHR0cDovL3d3dy5iZXJ0aWxvaGxzc29uLmNvbS9iaWxkZXJnYWxlcmllL2tsYXNzaXNjaGUtZG9zZW4vcnVuZGUtZm9ybT9sYW5nPWRl,Malicious,url
uwsuper.edu/alumni/halloffame/individuals.cfm,Benign,url
http://www.besztercekk.hu/index.php?option=com_lr&view=stadium&id=1&Itemid=162,Malicious,url
suite.tekora.com/i/philippecoupjambet,Benign,url
medicine.mcgill.ca/radiology/home_teachinghospitals.htm,Benign,url
http://gizmodo.com/one-year-after-the-first-snowden-leak-whats-really-cha-1586213046/all,Benign,url
jbmfilms.com/,Benign,url
http://www.manganellipalace.it/de/willkommen-bei.html,Malicious,url
en.wikipedia.org/wiki/Southeast_High_School_(Kansas_City%2C_Missouri),Benign,url
infopig.com/news/12-08-2009.html,Benign,url
http://uproxx.com/dimemag/2015/05/lebron-instagram-like-wants-to-leave-school-to-be-model-she-shouldnt/,Benign,url
linkedin.com/pub/tim-stepanski/18/319/149,Benign,url
deafresources.info/,Benign,url
http://web.tv/liveCategory/17/language/1/index/changeLanguage/newshared/searchAutoComplete,Benign,url
juggle.com/gary-pettis,Benign,url
weather.noaa.gov/weather/TX_cc_us.html,Benign,url
http://www.sikobv.eu/nl/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5zaWtvYnYuZXUvbmwvY29tcG9uZW50L2NvbnRlbnQvYXJ0aWNsZS8yLXZvb3JwYWdpbmEtdGFiLzI0MC1kZWxvLW5ldy1jYXJ0cmlkZ2Utc3lzdGVtLmh0bWw=,Malicious,url
http://midas-medical.com/products/electrocardiographecg/cardio-max-series/cardio-max-cm-03c/index.html,Malicious,url
rcarpe95.beget.tech,Malicious,url
answers.com/topic/the-northern-pikes,Benign,url
http://www.kommunalbit.de/index.php?option=com_content&view=section&id=5&Itemid=14,Malicious,url
http://www.galerie-unterm-maulbeerbaum.de/index.php?option=com_content&view=article&id=58&Itemid=57,Malicious,url
http://fb.com.accounts.login.userid.343441.fbsbk.com/,Malicious,url
uk.ask.com/wiki/Lou_Holtz,Benign,url
adsoftheworld.com/profile/profile_country/Egypt?page=4,Benign,url
lifeskate.com/skate/2009/01/jessica-dub%C3%A9-and-bryce-davison-win-pairs-event-at-2009-canadian-figure-skating-championships.html,Benign,url
flixster.com/actor/tyrone-benskin,Benign,url
basil-poledouris.thelyricarchive.com/lonesome-dove/,Benign,url
monettecn.multiply.com/contacts,Benign,url
collegehockeynews.com/news/2010/03/13_quinnipiac.php,Benign,url
summitconnects.com/In_the_News/ARCHIVE/2005_06.htm,Benign,url
http://yourlust.com/videos/frantic-european-blondie-rocks-the-show-with-masturbation-solo.html,Benign,url
dailymotion.com/video/x3ytl9_wcw-superbrawl-1998-part-1_sport,Benign,url
imdb.com/name/nm0056924/,Benign,url
wn.com/De_La_Rue,Benign,url
ehow.com/list_7588256_solar-panel-manufacturing-companies.html,Benign,url
http://www.smos.cn/Case.asp?id=14,Malicious,url
prnewswire.com/news-releases/reportlinker-adds-the-top-10-confectionery-companies-84485407.html,Benign,url
sanfranciscobay.sierraclub.org/,Benign,url
http://www.nissad.com/nissad-contact.html,Malicious,url
myspace.com/amyryan07,Benign,url
http://www.whitminsterinn.co.uk/specialevents/calendar-day/03/01/2013,Malicious,url
placesforafrica.com/exdeo/directions.php,Benign,url
hmckc.maestroweb.com/,Benign,url
titaniumcorporate.co.za,Malicious,url
poemhunter.com/poem/the-ten-lepers/,Benign,url
fanpop.com/spots/jun-matsumoto/images,Benign,url
facecouncil.org/,Benign,url
factmonster.com/ce6/people/A0809182.html,Benign,url
mylife.com/c-2123302385,Benign,url
barnesandnoble.com/w/hero-living-rudy-reyes/1100173214,Benign,url
facebook.com/pages/Sergio-Vitanza-Belgrave/179652016207,Benign,url
jigsaw.com/scid5327852/peter_m_blaikie.xhtml,Benign,url
http://rt.com/in-vision/oles-buzina-last-respects/assassinated-oles-journalist-buzina/,Benign,url
http://grasslandhotel.com.vn/index.php/component/djcatalog2/items/6-services,Malicious,url
http://torcache.net/torrent/2463A34D382BCD98F471FB5A7F028D2B49EBE011.torrent?title=[kickass.to]vmware.workstation.9.0.2.build.1031769.final.serial,Benign,url
ihavenet.com/nfl-2008-new-york-giants-aim-to-repeat-as-NFL-champions.html,Benign,url
ca.linkedin.com/pub/daniel-belanger/15/b37/b62,Benign,url
2merkato.com/20110920355/afdb-to-co-finance-ethiopian-power-line-to-kenya,Benign,url
http://totallifechurchjax.com/index.php?option=com_content&view=article&id=182:may-29-teamwork-episode-07&catid=66:teamwork,Malicious,url
jdcarr.com/forsale.htm,Benign,url
lyrics.com/cant-hold-us-down-lyrics-christina-aguilera.html,Benign,url
croonet.com/start/G_NDg4MDQwMQ%3D%3D/,Benign,url
http://www.dolcevino.it/index.php?option=com_contact&view=contact&id=3&Itemid=111,Malicious,url
http://9779.info/%E4%BA%94%E8%B0%B7%E6%9D%82%E7%B2%AE%E4%BA%BA%E7%89%A9%E7%B2%98%E8%B4%B4%E7%94%BB/,Malicious,url
soloautotuning.com/nissan-juke/,Benign,url
http://danielfabri.com.ar/mapa-del-sitio/index.html,Malicious,url
totalwrestlinguk.co.uk/wcw-ppv.php,Benign,url
armchairgm.wikia.com/1957_NCAA_Men%27s_Division_I_Basketball_Tournament,Benign,url
facebook.com/TheLateLateShowwithCraigFerguson?filter=3,Benign,url
baseball-almanac.com/teamstats/roster.php?y=1985&t=MON,Benign,url
alibris.com/search/books/author/Pratt%2C%20Fletcher,Benign,url
smartshoppingmontreal.com/store.php?s=146,Benign,url
http://elitedaily.com/entertainment/film/uncle-wears-princess-dress-movie-niece/976238/,Benign,url
dipity.com/timeline/NTSB-FedEx-Crash/,Benign,url
facebook.com/pages/London-Ice-Dawgs-Youth-Hockey-Club/221260881220211,Benign,url
http://bjgdhm.com/cn/product.asp?id_code=0007,Malicious,url
legendsofhockey.net/LegendsOfHockey/jsp/SearchPlayer.jsp?player=18648,Benign,url
kalamu.com/bol/2008/04/14/kevin-mahogany-%e2%80%9cjust-my-imagination%e2%80%9d/,Benign,url
baltimorebeatdown.com/2010/4/20/1433515/baltimore-ravens-2010-schedule,Benign,url
mylife.com/roygiff,Benign,url
linkedin.com/pub/dir/chris/benoit,Benign,url
http://www.suiteorchestra.it/index.php?option=com_content&view=article&id=91:i-flauti&catid=38:rokstories&lang=it&Itemid=,Malicious,url
http://rendeck.com/index.php/en/services/consultancy/joint-technology-selection,Malicious,url
youtube.com/watch?v=AEXM7LxEwig,Benign,url
sydsarthaus.com,Malicious,url
http://icomtec.com.my/westpac.au/login.westpac.au/update.billing/information/westpac.au/index.html,Malicious,url
afugowe.com,Malicious,url
allposters.co.uk/-st/Tessier-Posters_c82413_.htm,Benign,url
montrealselectlimo.com/,Benign,url
wiley.com/bw/editors.asp?ref=1098-1616,Benign,url
theposselist.com/agencies/indiana/indianapolis/,Benign,url
http://www.qrscelltech.com/de/component/content/article/44-qrs-fuer-leistungsorientierte-menschen?tmpl=component&print=1&page=,Malicious,url
montrealgazette.com/sports/Horror+Hartford+silver+lining/5723049/story.html,Benign,url
katu.com/traffic/live,Benign,url
http://torcache.net/torrent/C17420F0CEB6D995732BAE67BD73B51B505005EA.torrent?title=[kickass.to]counter.strike.source,Benign,url
hollow-art.com/base/jessalyn-gilsig-heroes,Benign,url
theglobeandmail.com/life/health/leslie-roberts-works-out-hard-to-overcome-a-poor-family-health-history/article1558802/,Benign,url
burbed.com/,Benign,url
http://www.identcode.cz/cs/laserove-snimace-stacionarni.php,Malicious,url
mylife.com/c-1956134312,Benign,url
ca.linkedin.com/pub/dir/Angela/+/ca-4880-Vancouver%2C-Canada-Area,Benign,url
mylife.com/damonhenrysr,Benign,url
rottentomatoes.com/m/the_swimming_pool/,Benign,url
aceshowbiz.com/celebrity/dianne_wiest/,Benign,url
https://medium.com/human-parts/the-laziest-coming-out-story-you-ve-ever-heard-a9f877acdd14?source=has-recommended,Benign,url
elyrics.net/read/p/prince-lyrics/why-you-wanna-treat-me-so-bad-lyrics.html,Benign,url
http://9779.info/%E6%AF%9B%E7%BA%BF%E8%B4%B4%E7%94%BB%20%E5%9C%BA%E6%99%AF%E5%9B%BE/,Malicious,url
checksure.biz/directors-da-121.htm,Benign,url
people.famouswhy.com/ramzi_yousef/,Benign,url
wn.com/Raymond,Benign,url
trtsport.cz,Malicious,url
youtube.com/watch?v=aYRauv5oeXQ,Benign,url
armchairgm.wikia.com/San_Diego_Chargers,Benign,url
imartial.com/,Benign,url
http://style.org.hc360.com/css/detail/mysite/siteconfig/pro_control.css,Malicious,url
ammmmazonm.temp.swtest.ru,Malicious,url
theglobeandmail.com/report-on-business/careers/susan-pinker/why-we-cant-really-assess-our-own-skills-and-performance/article1896412/,Benign,url
doom.ocremix.org/,Benign,url
yidio.com/celebrity/ted+lange,Benign,url
mondotimes.com/1/world/ca/63/3144/27447,Benign,url
montrealgazette.com/health/Cancer+fight+hits+home+Alouettes+Marc+Olivier+Brouillette/5589710/story.html,Benign,url
wanderingcommuter.blogspot.com/2009/10/are-philippine-gay-indie-films-really.html,Benign,url
http://www.cannonvaleautopro.com.au/tools.html,Malicious,url
http://qz.com/371908/the-greeks-money-already-stuffed-under-mattresses-may-learn-their-fate-this-weekend/,Benign,url
baseball-almanac.com/yearly/yr1887a.shtml,Benign,url
worthpoint.com/worthopedia/1881-rogers-silver-plate-tea-pot-sugar-bowl,Benign,url
daylife.com/topic/Gabriel_Aubry,Benign,url
chnm.gmu.edu/dimenovels/romance_series.html,Benign,url
mafiaslugger.blogspot.com/,Benign,url
forecaster.thehockeynews.com/hockeynews/hockey/player.cgi?990,Benign,url
amazon.com/Lonely-Planet-British-Columbia-Fanselow/dp/1864502207,Benign,url
flightsimhangar.com/fsblog/?p=1061,Benign,url
comtedegrasse.org/history.html,Benign,url
section303.com/jp-dumont-bought-out-by-the-nashville-predators-11886,Benign,url
zimbio.com/Marshon+Brooks,Benign,url
linkedin.com/pub/dir/donald/harvey,Benign,url
scnow.com/sports/2011/mar/18/patriots-reflect-1986-naia-national-championship-ar-1598780/,Benign,url
http://www.naylorantiques.com/d0y_qx_6_l_6hqo_ewkbketxbu1u7oy10gmkyfrgwnm8llrdhlxcps_ale1_d9b6mij__8tja_b1t__hke2i6dv4xmv0f1fr24/i5_mlqfp_znd5_khgrrgbwjyv__q6gz1yve5hq7agfj3o_pt8awujg9vuy1__d7hqr8yt42n__luu_hep_1et_dlku4_0f1_5_o/QDCHOZ0LZW.php,Malicious,url
http://diddydeshi.com/latest-news/2-latest-news/261-speech-given-at-october-main-grading.html,Malicious,url
songlyrics.com/doobie-brothers/sweet-maxine-lyrics/,Benign,url
http://babal.net/downloads_details/497/%D9%83%D8%A7%D8%B8%D9%85-%D8%A7%D9%84%D8%B3%D8%A7%D9%87%D8%B1---%D8%A7%D9%86%D8%AA-%D8%A7%D9%84%D8%AE%D8%A7%D8%B3%D8%B1,Benign,url
http://zozo.jp/shop/americanragcie/?price=proper&p_ssy=2015&p_ssm=5&p_ssd=13&p_sey=2015&p_sem=5&p_sed=13&dstk=2,Benign,url
http://pastehtml.com/view/b2i243gkw.html,Malicious,url
http://img14.360buyimg.com/n12/g12/M00/07/06/rBEQYVGV9NMIAAAAAAC3mn17ud8AABZ_wDjtTAAALey000.jpg%21q70.jpg,Malicious,url
crisiscampmontreal.wordpress.com/,Benign,url
http://9779.info/%E6%89%8B%E5%B7%A5%E6%B2%BE%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,Malicious,url
http://www.natureevent.dk/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5uYXR1cmVldmVudC5kay9ha3Rpdml0ZXRlci5odG1s,Malicious,url
broadcasting-history.ca/index3.html?url=http%3A//www.broadcasting-history.ca/stations/tvlinks.html,Benign,url
johndouglasmindhunter.com/forums/viewtopic.php?t=6383,Benign,url
rachelperry.wordpress.com/2010/07/02/zach-and-angie-houston-wedding-photography/,Benign,url
iraqwarheroes.org/wightman.htm,Benign,url
legacy.com/obituaries/herald/obituary.aspx?n=jeffrey-m-klein&pid=149024269,Benign,url
associatedcontent.com/article/2907580/2010_nfl_predictions_buffalo_bills.html,Benign,url
company-formations-ireland.com/companies-registration-office.html,Benign,url
eagletribune.com/obituaries/x1305242071/Matilda-Sirois-81,Benign,url
funnybumblog.com/just-for-laughs-gags-accidental-shooting-prank/,Benign,url
en.wikipedia.org/wiki/Aria_(disambiguation),Benign,url
http://sladkiybuket.net/index.php?page=shop.product_details&category_id=4&flypage=flypage_lite_pdf.tpl&product_id=37&option=com_virtuemart&Itemid=55,Malicious,url
http://www.sklep-splawik.pl/index.php?option=com_content&view=article&id=17:pokaz-maver-2010&catid=7:pokazy-sprztu&Itemid=13,Malicious,url
urbanspoon.com/r/6/764245/restaurant/Locust-Street-Deli-Cafe-Walnut-Creek,Benign,url
facebook.com/people/Randall-Moss/1118160021,Benign,url
http://www.latablepaysanne.fr/index.php?option=com_content&view=frontpage&Itemid=12,Malicious,url
http://www.lescoulissesdetanger.com/galeriesmusees,Malicious,url
http://www.akmediaproductions.ca/index.php?option=com_content&view=article&id=53:custom-templates&catid=36:web-development&Itemid=71,Malicious,url
kansas.com/2011/10/25/2076791/a-history-of-kemper-arena-in-pictures.html,Benign,url
en.wikipedia.org/wiki/KBWF,Benign,url
manta.com/c/mt7wwmh/jason-rhoades,Benign,url
amazon.com/Pink-Motel-VHS-Phyllis-Diller/dp/6301930185,Benign,url
allensarchiveofearlyoldcountrymusic.blogspot.com/2011/01/fred-van-eps-vess-l-ossman-kings-of.html,Benign,url
wn.com/lewislavoie,Benign,url
packersnews.greenbaypressgazette.com/article/20111027/PKR01/111027128/Green-Bay-Packers-quarterback-Aaron-Rodgers-zeroing-in-on-record-breaking-season,Benign,url
en.wikipedia.org/wiki/Will_Work_for_Food_(TV_show),Benign,url
kwqc.com/Global/story.asp?S=15903666,Benign,url
christianacare.org/,Benign,url
http://annviviskennel.net/index.php?option=com_content&view=article&id=56&Itemid=79,Malicious,url
info-online-account.net,Malicious,url
jets.nhl.com/club/news.htm?id=569847,Benign,url
gamefilmexpress.com/,Benign,url
wolfslatkin.com/Attorneys/Albert-B-Wolf.shtml,Benign,url
tv.com/shows/bewitched/the-house-that-uncle-arthur-built-25554/,Benign,url
http://www.mo-priv.ru/index.php?option=com_content&view=article&id=838:2012-02-20-05-31-23&catid=39:2010-03-31-18-10-44&Itemid=62,Malicious,url
garybruce.bandcamp.com/,Benign,url
facebook.com/people/Chester-Brown/1321855909,Benign,url
movies.msn.com/celebrities/celebrity-biography/dean-stockwell/,Benign,url
http://www.dtcbv.nl/component/virtuemart/index.html?page=shop.browse&category_id=71,Malicious,url
http://www.real-house.nl/home/169-news-scene/964-the-calling-of-defected.html?tmpl=component&print=1&page=,Malicious,url
ibnlive.in.com/news/ram-sampath-to-compose-for-rock-the-shaadi/190544-8-66.html,Benign,url
washingtonexaminer.com/news/2011/11/safrica-top-politician-faces-bribery-accusations?category=18,Benign,url
fordfocus2012.org/,Benign,url
microencapsulation.readmyweather.com,Malicious,url
http://www.ondrejov.cz/programy/uzavrena-skupina,Malicious,url
salary-money.com/samuel-eto-salary-euro-625000.php,Benign,url
classicrockforums.com/forum/f53/rip-jim-clench-10766/,Benign,url
youtube.com/watch?v=093nXYvngLc,Benign,url
en.wikipedia.org/wiki/List_of_hemophilia_organizations,Benign,url
last.fm/music/Arcade+Fire,Benign,url
evri.com/person/charles-l.-frink-0x5ae8da,Benign,url
http://engine32truck16.com/component/content/article/87-anacostia-house.html,Malicious,url
http://onlineigri.net/all-games/igri-s-koli,Malicious,url
en.wikipedia.org/wiki/St._Vincent_Mercy_Children%27s_Hospital,Benign,url
pennyfather.com/_nameindex.html,Benign,url
http://www.vilagnomad.com/tables/payday-loans-direct-lenders-only.php,Malicious,url
http://r-tuning.com.ua/index.php?option=com_virtuemart&page=shop.browse&category_id=420&Itemid=1,Malicious,url
soccer365.com/news/u_s_news/m_l_s/6633/de_rosario_named_mls_mvp,Benign,url
lindaguarino.com/detail.asp?listingid=w32666&agentid=111138&searchtype=ByCorp,Benign,url
facebook.com/pages/CFMB/107472729281906,Benign,url
jeopardylabs.com/,Benign,url
wn.com/The_Montreal_Star,Benign,url
linkedin.com/company/universal-studios,Benign,url
http://mixi.jp/share.pl?u=http://alfalfalfa.com/articles/117917.html&k=e09afc106e473491952cfe324aa83aabe5b07446,Benign,url
facebook.com/WilburWatson,Benign,url
yougabsports.com/pt/The-Almost-All-Time-San-Diego-Chargers/blog.htm,Benign,url
http://svadebny.com/x.txt,Malicious,url
filecrop.com/GhostGirl-Tonya-Hurley-loca-por-amor-.pdf.html,Benign,url
channel5.com/shows/the-vanessa-show,Benign,url
http://www.ksra.ca/form/use/verify/form1.html,Malicious,url
camerchants.com/Canada-City/QC/Quebec/St-Barthelemy,Benign,url
videostravelguide.com/Virgin%20Islands/,Benign,url
portlandmercury.com/portland/liam-finn-and-the-luyas/Event?oid=3633906,Benign,url
uncyclopedia.wikia.com/wiki/New_Zealand,Benign,url
en-gb.facebook.com/clementine.bailly,Benign,url
http://distractify.com/post/related/id/5540d7154a0c4b3c311f252c/skip/10/limit/10/back/0,Benign,url
news.am/eng/news/77114.html,Benign,url
buckeyecablesystem.com/lineup/lineup-tol.html,Benign,url
omaopioridge.com/,Benign,url
http://kakaku.com/kaden/food-processor/ranking_2129/pricedown/div-gpt-ad-k/header_text,Benign,url
forbes.com/sites/kitconews/2011/06/10/plan-nords-extension-of-route-167-key-for-mining-in-northern-quebec-stornoway-ceo/,Benign,url
http://www.daytonaelectronics.co.za/index.php?option=com_content&view=article&id=47&Itemid=54,Malicious,url
athletics.scout.com/2/621936.html,Benign,url
portland.daveknows.org/category/sport/timbers/,Benign,url
beyondrobson.com/music/2007/02/mixed_bag_book_of_lists_les_georges_leningrad_and_papercuts/,Benign,url
5tothrive.net/cgi-bin/mt/mt-search.cgi?blog_id=1&tag=kaiser&limit=20,Benign,url
en.wikipedia.org/wiki/Maurice_Richard_(film),Benign,url
ussoccer.com/News/Federation-Services/2009/06/University-Of-Miami-President-Donna-E-Shalala-Joins-Team-To-Bring-FIFA-World-Cup-To-United-States-In.aspx,Benign,url
washingtondc.bcg.com/,Benign,url
http://www.ijsbaanapeldoorn.nl/fotos-videos.html?vsig4_0=18&vsig4_1=2,Malicious,url
spokeo.com/Matthew+Dunkle,Benign,url
http://www.easylivinggreenproducts.com.au/shop.html?page=shop.product_details&category_id=41&flypage=flypage.tpl&product_id=93,Malicious,url
http://sfhhz.com/channels/138.html,Malicious,url
maxalbums.com/index.php?artist=Loredana%20Groza%20Zaraza,Benign,url
http://www.tvsk.com.au/index.php,Malicious,url
http://interpark.com/product/MallDisplay.do?_method=Detail&sc.shopNo=0000100000&sc.dispNo=001930&sc.prdNo=3104163110&bm1=bottom&bm2=prd,Benign,url
temple.edu/classics/epic/index.html,Benign,url
kotaku.com/5395085/behold-the-single+player-fighting-game,Benign,url
multilingualbooks.com/foreignvids-ital.html,Benign,url
amazon.com/Born-Losers/dp/B002ZW6YX8,Benign,url
http://www.nabu-gaildorf.de/index.php?option=com_search&Itemid=5,Malicious,url
bloggn.grainews.ca/scotts_equip/2011/08/agcos-kansas-city-stars.html,Benign,url
amazon.com/Barometer-Rising-New-Canadian-Library/dp/0771099916,Benign,url
areawidenews.com/story/1495635.html,Benign,url
uk.ask.com/wiki/Hershey_Felder,Benign,url
http://mylust.com/videos/69734/a-small-cock-of-that-guy-is-still-good-for-this-vintage-whore/,Benign,url
cartoonnetwork.com/feedback/index.html,Benign,url
twinkacademy.com/index2.htm,Benign,url
http://www.botoxina.com/index.php?view=article&id=81:b0toxina-injectable-b&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=105&lang=en,Malicious,url
freepages.genealogy.rootsweb.ancestry.com/~rosdavies/SURNAMES/B/BruBry.htm,Benign,url
mortonsauto.com/,Benign,url
thecanadianencyclopedia.com/index.cfm?PgNm=TCE&Params=A1ARTA0002467,Benign,url
eveningtribune.com/features/x1638744422/Days-until-Sept-11-Remembrances-begin-Wednesday-and-continue-through-10-year-anniversary-or-terror-attacks,Benign,url
http://zshsq.com/news/html/index.html?429.html,Malicious,url
encycl.opentopia.com/term/KPIX-TV,Benign,url
http://www.sanpedrolee.com.ar/index.php?option=com_content&view=article&id=49&Itemid=70,Malicious,url
semissourian.com/story/1753207.html,Benign,url
